item,item_slot,match_id,player_slot
212,7,4193337196,1
0,8,4193337196,1
41,0,4193337196,2
46,1,4193337196,2
267,2,4193337196,2
254,3,4193337196,2
232,4,4193337196,2
214,5,4193337196,2
0,6,4193337196,2
0,7,4193337196,2
0,8,4193337196,2
178,0,4193337196,3
108,1,4193337196,3
1,2,4193337196,3
96,3,4193337196,3
48,4,4193337196,3
232,5,4193337196,3
41,6,4193337196,3
0,7,4193337196,3
0,8,4193337196,3
63,0,4193337196,4
36,1,4193337196,4
152,2,4193337196,4
116,3,4193337196,4
1,4,4193337196,4
252,5,4193337196,4
46,6,4193337196,4
0,7,4193337196,4
182,8,4193337196,4
1,0,4193337196,128
90,1,4193337196,128
36,2,4193337196,128
46,3,4193337196,128
9,4,4193337196,128
214,5,4193337196,128
0,6,4193337196,128
0,7,4193337196,128
0,8,4193337196,128
119,0,4193337196,129
46,1,4193337196,129
214,2,4193337196,129
39,3,4193337196,129
65,4,4193337196,129
0,5,4193337196,129
0,6,4193337196,129
0,7,4193337196,129
0,8,4193337196,129
50,0,4193337196,130
92,1,4193337196,130
65,2,4193337196,130
116,3,4193337196,130
46,4,4193337196,130
108,5,4193337196,130
0,6,4193337196,130
0,7,4193337196,130
0,8,4193337196,130
63,0,4193337196,131
174,1,4193337196,131
53,2,4193337196,131
170,3,4193337196,131
212,4,4193337196,131
131,5,4193337196,131
34,6,4193337196,131
0,7,4193337196,131
0,8,4193337196,131
36,0,4193337196,132
254,1,4193337196,132
46,2,4193337196,132
43,3,4193337196,132
188,4,4193337196,132
180,5,4193337196,132
0,6,4193337196,132
0,7,4193337196,132
0,8,4193337196,132
254,0,4193160083,0
0,1,4193160083,0
36,2,4193160083,0
214,3,4193160083,0
46,4,4193160083,0
79,5,4193160083,0
0,6,4193160083,0
0,7,4193160083,0
0,8,4193160083,0
92,0,4193160083,1
119,1,4193160083,1
36,2,4193160083,1
223,3,4193160083,1
214,4,4193160083,1
0,5,4193160083,1
188,6,4193160083,1
0,7,4193160083,1
40,8,4193160083,1
152,0,4193160083,2
139,1,4193160083,2
158,2,4193160083,2
123,3,4193160083,2
145,4,4193160083,2
63,5,4193160083,2
0,6,4193160083,2
46,7,4193160083,2
0,8,4193160083,2
1,0,4193160083,3
152,1,4193160083,3
63,2,4193160083,3
170,3,4193160083,3
46,4,4193160083,3
252,5,4193160083,3
146,6,4193160083,3
0,7,4193160083,3
0,8,4193160083,3
63,0,4193160083,4
41,1,4193160083,4
36,2,4193160083,4
121,3,4193160083,4
98,4,4193160083,4
259,5,4193160083,4
38,6,4193160083,4
0,7,4193160083,4
0,8,4193160083,4
1,0,4193160083,128
36,1,4193160083,128
180,2,4193160083,128
0,3,4193160083,128
46,4,4193160083,128
0,5,4193160083,128
0,6,4193160083,128
0,7,4193160083,128
0,8,4193160083,128
267,0,4193160083,129
40,1,4193160083,129
46,2,4193160083,129
29,3,4193160083,129
182,4,4193160083,129
36,5,4193160083,129
0,6,4193160083,129
0,7,4193160083,129
0,8,4193160083,129
212,0,4193160083,130
236,1,4193160083,130
36,2,4193160083,130
40,3,4193160083,130
63,4,4193160083,130
60,5,4193160083,130
23,6,4193160083,130
0,7,4193160083,130
0,8,4193160083,130
116,0,4193160083,131
77,1,4193160083,131
77,2,4193160083,131
100,3,4193160083,131
108,4,4193160083,131
50,5,4193160083,131
0,6,4193160083,131
0,7,4193160083,131
0,8,4193160083,131
236,0,4193160083,132
36,1,4193160083,132
154,2,4193160083,132
212,3,4193160083,132
63,4,4193160083,132
116,5,4193160083,132
11,6,4193160083,132
0,7,4193160083,132
0,8,4193160083,132
63,0,4192894105,0
116,1,4192894105,0
236,2,4192894105,0
166,3,4192894105,0
0,4,4192894105,0
141,5,4192894105,0
46,6,4192894105,0
0,7,4192894105,0
0,8,4192894105,0
108,0,4192894105,1
65,1,4192894105,1
180,2,4192894105,1
0,3,4192894105,1
254,4,4192894105,1
267,5,4192894105,1
216,6,4192894105,1
216,7,4192894105,1
0,8,4192894105,1
214,0,4192894105,2
96,1,4192894105,2
254,2,4192894105,2
46,3,4192894105,2
1,4,4192894105,2
232,5,4192894105,2
40,6,4192894105,2
0,7,4192894105,2
0,8,4192894105,2
48,0,4192894105,3
100,1,4192894105,3
256,2,4192894105,3
119,3,4192894105,3
158,4,4192894105,3
235,5,4192894105,3
0,6,4192894105,3
0,7,4192894105,3
0,8,4192894105,3
63,0,4192894105,4
116,1,4192894105,4
172,2,4192894105,4
65,3,4192894105,4
147,4,4192894105,4
131,5,4192894105,4
46,6,4192894105,4
0,7,4192894105,4
0,8,4192894105,4
63,0,4192894105,128
252,1,4192894105,128
152,2,4192894105,128
1,3,4192894105,128
114,4,4192894105,128
141,5,4192894105,128
46,6,4192894105,128
0,7,4192894105,128
0,8,4192894105,128
214,0,4192894105,129
254,1,4192894105,129
40,2,4192894105,129
206,3,4192894105,129
38,4,4192894105,129
256,5,4192894105,129
46,6,4192894105,129
0,7,4192894105,129
0,8,4192894105,129
50,0,4192894105,130
1,1,4192894105,130
225,2,4192894105,130
139,3,4192894105,130
116,4,4192894105,130
160,5,4192894105,130
0,6,4192894105,130
0,7,4192894105,130
0,8,4192894105,130
96,0,4192894105,131
63,1,4192894105,131
121,2,4192894105,131
116,3,4192894105,131
108,4,4192894105,131
259,5,4192894105,131
41,6,4192894105,131
0,7,4192894105,131
0,8,4192894105,131
108,0,4192894105,132
1,1,4192894105,132
152,2,4192894105,132
100,3,4192894105,132
218,4,4192894105,132
214,5,4192894105,132
46,6,4192894105,132
0,7,4192894105,132
0,8,4192894105,132
1,0,4191624697,0
152,1,4191624697,0
24,2,4191624697,0
108,3,4191624697,0
0,4,4191624697,0
48,5,4191624697,0
57,6,4191624697,0
0,7,4191624697,0
0,8,4191624697,0
1,0,4191624697,1
152,1,4191624697,1
220,2,4191624697,1
127,3,4191624697,1
116,4,4191624697,1
147,5,4191624697,1
0,6,4191624697,1
0,7,4191624697,1
125,8,4191624697,1
96,0,4191624697,2
204,1,4191624697,2
123,2,4191624697,2
158,3,4191624697,2
235,4,4191624697,2
1,5,4191624697,2
61,6,4191624697,2
220,7,4191624697,2
41,8,4191624697,2
1,0,4191624697,3
267,1,4191624697,3
225,2,4191624697,3
33,3,4191624697,3
8,4,4191624697,3
214,5,4191624697,3
46,6,4191624697,3
240,7,4191624697,3
0,8,4191624697,3
259,0,4191624697,4
235,1,4191624697,4
108,2,4191624697,4
220,3,4191624697,4
256,4,4191624697,4
110,5,4191624697,4
0,6,4191624697,4
0,7,4191624697,4
0,8,4191624697,4
0,0,4191624697,128
244,1,4191624697,128
214,2,4191624697,128
0,3,4191624697,128
21,4,4191624697,128
232,5,4191624697,128
0,6,4191624697,128
0,7,4191624697,128
0,8,4191624697,128
63,0,4191624697,129
172,1,4191624697,129
108,2,4191624697,129
152,3,4191624697,129
158,4,4191624697,129
116,5,4191624697,129
38,6,4191624697,129
46,7,4191624697,129
0,8,4191624697,129
96,0,4191624697,130
226,1,4191624697,130
137,2,4191624697,130
48,3,4191624697,130
116,4,4191624697,130
114,5,4191624697,130
90,6,4191624697,130
0,7,4191624697,130
0,8,4191624697,130
96,0,4191624697,131
104,1,4191624697,131
254,2,4191624697,131
1,3,4191624697,131
214,4,4191624697,131
232,5,4191624697,131
46,6,4191624697,131
46,7,4191624697,131
0,8,4191624697,131
63,0,4191624697,132
147,1,4191624697,132
96,2,4191624697,132
116,3,4191624697,132
249,4,4191624697,132
40,5,4191624697,132
0,6,4191624697,132
0,7,4191624697,132
46,8,4191624697,132
63,0,4191104062,0
33,1,4191104062,0
147,2,4191104062,0
116,3,4191104062,0
225,4,4191104062,0
145,5,4191104062,0
212,6,4191104062,0
0,7,4191104062,0
0,8,4191104062,0
254,0,4191104062,1
92,1,4191104062,1
36,2,4191104062,1
214,3,4191104062,1
39,4,4191104062,1
232,5,4191104062,1
188,6,4191104062,1
0,7,4191104062,1
46,8,4191104062,1
34,0,4191104062,2
90,1,4191104062,2
1,2,4191104062,2
108,3,4191104062,2
0,4,4191104062,2
29,5,4191104062,2
0,6,4191104062,2
0,7,4191104062,2
0,8,4191104062,2
250,0,4191104062,3
123,1,4191104062,3
168,2,4191104062,3
1,3,4191104062,3
116,4,4191104062,3
63,5,4191104062,3
0,6,4191104062,3
0,7,4191104062,3
0,8,4191104062,3
1,0,4191104062,4
0,1,4191104062,4
214,2,4191104062,4
108,3,4191104062,4
232,4,4191104062,4
30,5,4191104062,4
34,6,4191104062,4
0,7,4191104062,4
0,8,4191104062,4
254,0,4191104062,128
43,1,4191104062,128
36,2,4191104062,128
214,3,4191104062,128
244,4,4191104062,128
40,5,4191104062,128
38,6,4191104062,128
188,7,4191104062,128
46,8,4191104062,128
214,0,4191104062,129
37,1,4191104062,129
36,2,4191104062,129
185,3,4191104062,129
1,4,4191104062,129
46,5,4191104062,129
0,6,4191104062,129
0,7,4191104062,129
0,8,4191104062,129
100,0,4191104062,130
152,1,4191104062,130
180,2,4191104062,130
36,3,4191104062,130
46,4,4191104062,130
1,5,4191104062,130
0,6,4191104062,130
0,7,4191104062,130
0,8,4191104062,130
100,0,4191104062,131
242,1,4191104062,131
9,2,4191104062,131
1,3,4191104062,131
63,4,4191104062,131
40,5,4191104062,131
46,6,4191104062,131
41,7,4191104062,131
56,8,4191104062,131
36,0,4191104062,132
127,1,4191104062,132
210,2,4191104062,132
63,3,4191104062,132
212,4,4191104062,132
116,5,4191104062,132
0,6,4191104062,132
0,7,4191104062,132
0,8,4191104062,132
116,0,4191022720,0
185,1,4191022720,0
160,2,4191022720,0
1,3,4191022720,0
63,4,4191022720,0
46,5,4191022720,0
0,6,4191022720,0
0,7,4191022720,0
0,8,4191022720,0
46,0,4191022720,1
242,1,4191022720,1
108,2,4191022720,1
214,3,4191022720,1
131,4,4191022720,1
212,5,4191022720,1
0,6,4191022720,1
0,7,4191022720,1
0,8,4191022720,1
9,0,4191022720,2
108,1,4191022720,2
123,2,4191022720,2
1,3,4191022720,2
212,4,4191022720,2
63,5,4191022720,2
118,6,4191022720,2
0,7,4191022720,2
0,8,4191022720,2
92,0,4191022720,3
29,1,4191022720,3
256,2,4191022720,3
254,3,4191022720,3
188,4,4191022720,3
36,5,4191022720,3
40,6,4191022720,3
46,7,4191022720,3
0,8,4191022720,3
214,0,4191022720,4
244,1,4191022720,4
1,2,4191022720,4
36,3,4191022720,4
30,4,4191022720,4
232,5,4191022720,4
0,6,4191022720,4
0,7,4191022720,4
0,8,4191022720,4
1,0,4191022720,128
116,1,4191022720,128
267,2,4191022720,128
36,3,4191022720,128
214,4,4191022720,128
0,5,4191022720,128
0,6,4191022720,128
0,7,4191022720,128
188,8,4191022720,128
214,0,4191022720,129
226,1,4191022720,129
90,2,4191022720,129
36,3,4191022720,129
1,4,4191022720,129
61,5,4191022720,129
61,6,4191022720,129
46,7,4191022720,129
0,8,4191022720,129
117,0,4191022720,130
147,1,4191022720,130
123,2,4191022720,130
145,3,4191022720,130
247,4,4191022720,130
139,5,4191022720,130
46,6,4191022720,130
63,7,4191022720,130
0,8,4191022720,130
1,0,4191022720,131
123,1,4191022720,131
48,2,4191022720,131
108,3,4191022720,131
232,4,4191022720,131
77,5,4191022720,131
0,6,4191022720,131
0,7,4191022720,131
0,8,4191022720,131
63,0,4191022720,132
152,1,4191022720,132
158,2,4191022720,132
116,3,4191022720,132
1,4,4191022720,132
0,5,4191022720,132
0,6,4191022720,132
0,7,4191022720,132
0,8,4191022720,132
92,0,4189732301,0
242,1,4189732301,0
214,2,4189732301,0
36,3,4189732301,0
46,4,4189732301,0
9,5,4189732301,0
0,6,4189732301,0
0,7,4189732301,0
0,8,4189732301,0
26,0,4189732301,1
139,1,4189732301,1
63,2,4189732301,1
75,3,4189732301,1
212,4,4189732301,1
108,5,4189732301,1
0,6,4189732301,1
0,7,4189732301,1
0,8,4189732301,1
214,0,4189732301,2
204,1,4189732301,2
36,2,4189732301,2
190,3,4189732301,2
232,4,4189732301,2
30,5,4189732301,2
0,6,4189732301,2
0,7,4189732301,2
0,8,4189732301,2
1,0,4189732301,3
34,1,4189732301,3
0,2,4189732301,3
244,3,4189732301,3
214,4,4189732301,3
215,5,4189732301,3
188,6,4189732301,3
0,7,4189732301,3
0,8,4189732301,3
36,0,4189732301,4
108,1,4189732301,4
212,2,4189732301,4
1,3,4189732301,4
119,4,4189732301,4
63,5,4189732301,4
0,6,4189732301,4
0,7,4189732301,4
0,8,4189732301,4
43,0,4189732301,128
36,1,4189732301,128
0,2,4189732301,128
23,3,4189732301,128
38,4,4189732301,128
29,5,4189732301,128
27,6,4189732301,128
0,7,4189732301,128
0,8,4189732301,128
1,0,4189732301,129
46,1,4189732301,129
36,2,4189732301,129
180,3,4189732301,129
27,4,4189732301,129
40,5,4189732301,129
0,6,4189732301,129
0,7,4189732301,129
0,8,4189732301,129
1,0,4189732301,130
41,1,4189732301,130
254,2,4189732301,130
29,3,4189732301,130
46,4,4189732301,130
11,5,4189732301,130
0,6,4189732301,130
0,7,4189732301,130
0,8,4189732301,130
41,0,4189732301,131
259,1,4189732301,131
63,2,4189732301,131
67,3,4189732301,131
40,4,4189732301,131
67,5,4189732301,131
77,6,4189732301,131
0,7,4189732301,131
0,8,4189732301,131
168,0,4189732301,132
40,1,4189732301,132
50,2,4189732301,132
212,3,4189732301,132
125,4,4189732301,132
46,5,4189732301,132
0,6,4189732301,132
11,7,4189732301,132
0,8,4189732301,132
267,0,4189574899,0
29,1,4189574899,0
168,2,4189574899,0
37,3,4189574899,0
79,4,4189574899,0
152,5,4189574899,0
46,6,4189574899,0
0,7,4189574899,0
0,8,4189574899,0
254,0,4189574899,1
214,1,4189574899,1
0,2,4189574899,1
1,3,4189574899,1
100,4,4189574899,1
36,5,4189574899,1
46,6,4189574899,1
0,7,4189574899,1
182,8,4189574899,1
50,0,4189574899,2
263,1,4189574899,2
116,2,4189574899,2
141,3,4189574899,2
123,4,4189574899,2
112,5,4189574899,2
46,6,4189574899,2
0,7,4189574899,2
0,8,4189574899,2
156,0,4189574899,3
139,1,4189574899,3
116,2,4189574899,3
0,3,4189574899,3
123,4,4189574899,3
160,5,4189574899,3
50,6,4189574899,3
166,7,4189574899,3
46,8,4189574899,3
116,0,4189574899,4
1,1,4189574899,4
263,2,4189574899,4
48,3,4189574899,4
0,4,4189574899,4
100,5,4189574899,4
0,6,4189574899,4
0,7,4189574899,4
41,8,4189574899,4
100,0,4189574899,128
127,1,4189574899,128
46,2,4189574899,128
267,3,4189574899,128
214,4,4189574899,128
0,5,4189574899,128
0,6,4189574899,128
0,7,4189574899,128
0,8,4189574899,128
139,0,4189574899,129
156,1,4189574899,129
48,2,4189574899,129
116,3,4189574899,129
123,4,4189574899,129
160,5,4189574899,129
37,6,4189574899,129
0,7,4189574899,129
0,8,4189574899,129
50,0,4189574899,130
100,1,4189574899,130
9,2,4189574899,130
131,3,4189574899,130
1,4,4189574899,130
40,5,4189574899,130
0,6,4189574899,130
0,7,4189574899,130
0,8,4189574899,130
34,0,4189574899,131
127,1,4189574899,131
242,2,4189574899,131
42,3,4189574899,131
29,4,4189574899,131
11,5,4189574899,131
0,6,4189574899,131
0,7,4189574899,131
0,8,4189574899,131
116,0,4189574899,132
110,1,4189574899,132
108,2,4189574899,132
1,3,4189574899,132
119,4,4189574899,132
50,5,4189574899,132
46,6,4189574899,132
0,7,4189574899,132
0,8,4189574899,132
172,0,4189518486,0
75,1,4189518486,0
75,2,4189518486,0
29,3,4189518486,0
75,4,4189518486,0
75,5,4189518486,0
43,6,4189518486,0
0,7,4189518486,0
0,8,4189518486,0
229,0,4189518486,1
112,1,4189518486,1
164,2,4189518486,1
0,3,4189518486,1
29,4,4189518486,1
88,5,4189518486,1
0,6,4189518486,1
0,7,4189518486,1
0,8,4189518486,1
50,0,4189518486,2
181,1,4189518486,2
36,2,4189518486,2
212,3,4189518486,2
11,4,4189518486,2
252,5,4189518486,2
0,6,4189518486,2
0,7,4189518486,2
0,8,4189518486,2
0,0,4189518486,3
0,1,4189518486,3
0,2,4189518486,3
0,3,4189518486,3
0,4,4189518486,3
0,5,4189518486,3
0,6,4189518486,3
0,7,4189518486,3
0,8,4189518486,3
170,0,4189518486,4
236,1,4189518486,4
75,2,4189518486,4
41,3,4189518486,4
212,4,4189518486,4
63,5,4189518486,4
36,6,4189518486,4
0,7,4189518486,4
0,8,4189518486,4
50,0,4189518486,128
46,1,4189518486,128
41,2,4189518486,128
77,3,4189518486,128
77,4,4189518486,128
7,5,4189518486,128
0,6,4189518486,128
0,7,4189518486,128
0,8,4189518486,128
16,0,4189518486,129
26,1,4189518486,129
50,2,4189518486,129
46,3,4189518486,129
182,4,4189518486,129
5,5,4189518486,129
16,6,4189518486,129
0,7,4189518486,129
0,8,4189518486,129
188,0,4189518486,130
29,1,4189518486,130
42,2,4189518486,130
244,3,4189518486,130
0,4,4189518486,130
36,5,4189518486,130
46,6,4189518486,130
0,7,4189518486,130
0,8,4189518486,130
218,0,4189518486,131
36,1,4189518486,131
188,2,4189518486,131
29,3,4189518486,131
77,4,4189518486,131
38,5,4189518486,131
0,6,4189518486,131
0,7,4189518486,131
0,8,4189518486,131
216,0,4189518486,132
34,1,4189518486,132
46,2,4189518486,132
182,3,4189518486,132
29,4,4189518486,132
178,5,4189518486,132
0,6,4189518486,132
0,7,4189518486,132
0,8,4189518486,132
1,0,4189430588,0
178,1,4189430588,0
104,2,4189430588,0
48,3,4189430588,0
116,4,4189430588,0
259,5,4189430588,0
0,6,4189430588,0
0,7,4189430588,0
41,8,4189430588,0
90,0,4189430588,1
116,1,4189430588,1
1,2,4189430588,1
178,3,4189430588,1
29,4,4189430588,1
164,5,4189430588,1
0,6,4189430588,1
0,7,4189430588,1
0,8,4189430588,1
1,0,4189430588,2
43,1,4189430588,2
29,2,4189430588,2
73,3,4189430588,2
36,4,4189430588,2
73,5,4189430588,2
0,6,4189430588,2
244,7,4189430588,2
0,8,4189430588,2
63,0,4189430588,3
24,1,4189430588,3
116,2,4189430588,3
212,3,4189430588,3
123,4,4189430588,3
36,5,4189430588,3
0,6,4189430588,3
46,7,4189430588,3
0,8,4189430588,3
46,0,4189430588,4
214,1,4189430588,4
36,2,4189430588,4
31,3,4189430588,4
0,4,4189430588,4
0,5,4189430588,4
0,6,4189430588,4
0,7,4189430588,4
0,8,4189430588,4
119,0,4189430588,128
116,1,4189430588,128
104,2,4189430588,128
190,3,4189430588,128
63,4,4189430588,128
123,5,4189430588,128
0,6,4189430588,128
0,7,4189430588,128
0,8,4189430588,128
0,0,4189430588,129
0,1,4189430588,129
0,2,4189430588,129
0,3,4189430588,129
34,4,4189430588,129
30,5,4189430588,129
0,6,4189430588,129
0,7,4189430588,129
0,8,4189430588,129
1,0,4189430588,130
127,1,4189430588,130
226,2,4189430588,130
242,3,4189430588,130
152,4,4189430588,130
214,5,4189430588,130
0,6,4189430588,130
0,7,4189430588,130
0,8,4189430588,130
1,0,4189430588,131
63,1,4189430588,131
137,2,4189430588,131
108,3,4189430588,131
24,4,4189430588,131
131,5,4189430588,131
69,6,4189430588,131
0,7,4189430588,131
0,8,4189430588,131
180,0,4189430588,132
90,1,4189430588,132
1,2,4189430588,132
34,3,4189430588,132
218,4,4189430588,132
46,5,4189430588,132
0,6,4189430588,132
0,7,4189430588,132
0,8,4189430588,132
36,0,4189203546,0
214,1,4189203546,0
57,2,4189203546,0
43,3,4189203546,0
46,4,4189203546,0
232,5,4189203546,0
188,6,4189203546,0
0,7,4189203546,0
40,8,4189203546,0
100,0,4189203546,1
108,1,4189203546,1
9,2,4189203546,1
1,3,4189203546,1
65,4,4189203546,1
48,5,4189203546,1
118,6,4189203546,1
0,7,4189203546,1
0,8,4189203546,1
1,0,4189203546,2
100,1,4189203546,2
7,2,4189203546,2
180,3,4189203546,2
41,4,4189203546,2
79,5,4189203546,2
46,6,4189203546,2
0,7,4189203546,2
0,8,4189203546,2
36,0,4189203546,3
92,1,4189203546,3
57,2,4189203546,3
23,3,4189203546,3
214,4,4189203546,3
40,5,4189203546,3
182,6,4189203546,3
46,7,4189203546,3
244,8,4189203546,3
1,0,4189203546,4
172,1,4189203546,4
116,2,4189203546,4
50,3,4189203546,4
46,4,4189203546,4
170,5,4189203546,4
212,6,4189203546,4
146,7,4189203546,4
0,8,4189203546,4
1,0,4189203546,128
100,1,4189203546,128
92,2,4189203546,128
34,3,4189203546,128
214,4,4189203546,128
40,5,4189203546,128
42,6,4189203546,128
46,7,4189203546,128
0,8,4189203546,128
34,0,4189203546,129
46,1,4189203546,129
263,2,4189203546,129
254,3,4189203546,129
214,4,4189203546,129
0,5,4189203546,129
0,6,4189203546,129
0,7,4189203546,129
0,8,4189203546,129
0,0,4189203546,130
116,1,4189203546,130
152,2,4189203546,130
212,3,4189203546,130
108,4,4189203546,130
63,5,4189203546,130
0,6,4189203546,130
0,7,4189203546,130
0,8,4189203546,130
147,0,4189203546,131
116,1,4189203546,131
63,2,4189203546,131
123,3,4189203546,131
160,4,4189203546,131
236,5,4189203546,131
0,6,4189203546,131
0,7,4189203546,131
0,8,4189203546,131
36,0,4189203546,132
158,1,4189203546,132
63,2,4189203546,132
116,3,4189203546,132
212,4,4189203546,132
75,5,4189203546,132
46,6,4189203546,132
41,7,4189203546,132
0,8,4189203546,132
172,0,4189127360,0
160,1,4189127360,0
212,2,4189127360,0
263,3,4189127360,0
116,4,4189127360,0
50,5,4189127360,0
0,6,4189127360,0
0,7,4189127360,0
0,8,4189127360,0
46,0,4189127360,1
143,1,4189127360,1
1,2,4189127360,1
36,3,4189127360,1
131,4,4189127360,1
50,5,4189127360,1
182,6,4189127360,1
21,7,4189127360,1
0,8,4189127360,1
218,0,4189127360,2
102,1,4189127360,2
92,2,4189127360,2
180,3,4189127360,2
46,4,4189127360,2
34,5,4189127360,2
188,6,4189127360,2
0,7,4189127360,2
0,8,4189127360,2
50,0,4189127360,3
174,1,4189127360,3
0,2,4189127360,3
46,3,4189127360,3
0,4,4189127360,3
11,5,4189127360,3
0,6,4189127360,3
0,7,4189127360,3
0,8,4189127360,3
63,0,4189127360,4
1,1,4189127360,4
127,2,4189127360,4
46,3,4189127360,4
212,4,4189127360,4
34,5,4189127360,4
0,6,4189127360,4
0,7,4189127360,4
0,8,4189127360,4
50,0,4189127360,128
263,1,4189127360,128
152,2,4189127360,128
100,3,4189127360,128
41,4,4189127360,128
123,5,4189127360,128
0,6,4189127360,128
46,7,4189127360,128
0,8,4189127360,128
48,0,4189127360,129
41,1,4189127360,129
232,2,4189127360,129
204,3,4189127360,129
1,4,4189127360,129
40,5,4189127360,129
0,6,4189127360,129
0,7,4189127360,129
0,8,4189127360,129
100,0,4189127360,130
40,1,4189127360,130
36,2,4189127360,130
214,3,4189127360,130
46,4,4189127360,130
0,5,4189127360,130
0,6,4189127360,130
0,7,4189127360,130
0,8,4189127360,130
63,0,4189127360,131
147,1,4189127360,131
174,2,4189127360,131
46,3,4189127360,131
212,4,4189127360,131
114,5,4189127360,131
182,6,4189127360,131
0,7,4189127360,131
0,8,4189127360,131
210,0,4189127360,132
119,1,4189127360,132
92,2,4189127360,132
214,3,4189127360,132
36,4,4189127360,132
46,5,4189127360,132
188,6,4189127360,132
42,7,4189127360,132
0,8,4189127360,132
1,0,4187094177,0
119,1,4187094177,0
116,2,4187094177,0
147,3,4187094177,0
235,4,4187094177,0
137,5,4187094177,0
0,6,4187094177,0
0,7,4187094177,0
46,8,4187094177,0
